rank,list_name,entry_id,attestation_status,phase7_status,beginner_flag,beginner_rationale,display_form,ehn_spoken_form,msn_headword,current_msn_headword,gloss_en,gloss_es,part_of_speech,semantic_domain,register,variety,pedagogical_score,source_file,source_reference,source_confidence,rule_trace
358,core_ehn_500,kw::cocotl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cocotl,cocotl,kokotl,cocotl,pimple,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cocotl::sense-3,0.95,hard c > k
359,core_ehn_500,kw::kolotl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,kolotl,kolotl,kolotl,kolotl,scorpion,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kolotl::sense-3,0.95,identity
360,core_ehn_500,kw::comitl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,comitl,comitl,komitl,comitl,"pot, pan",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::comitl::sense-3,0.95,hard c > k
361,core_ehn_500,kw::kowatl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,kowatl,kowatl,kowatl,kowatl,snake,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kowatl::sense-1,0.95,identity
362,core_ehn_500,kw::coxtalli::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,coxtalli,coxtalli,koxtalli,coxtalli,a sack,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::coxtalli::sense-1,0.95,hard c > k
363,core_ehn_500,kw::koyotl::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,koyotl,koyotl,koyotl,koyotl,foreigner,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::koyotl::sense-4,0.95,identity
364,core_ehn_500,kw::cuacarro::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cuacarro,cuacarro,kuakarro,cuacarro,car,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuacarro::sense-1,0.95,hard c > k
365,core_ehn_500,kw::cuacarro::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cuacarro,cuacarro,kuakarro,cuacarro,chariot,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuacarro::sense-2,0.95,hard c > k
366,core_ehn_500,kw::kuawitl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,kuawitl,kuawitl,kuawitl,kuawitl,wood,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kuawitl::sense-2,0.95,identity
367,core_ehn_500,kw::kueyitl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,kueyitl,kueyitl,kueyitl,kueyitl,skirt,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kueyitl::sense-2,0.95,identity
368,core_ehn_500,kw::cueyitl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cueyitl,cueyitl,kueyitl,cueyitl,skirt,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cueyitl::sense-1,0.95,hard c > k
369,core_ehn_500,kw::cuitlatl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cuitlatl,cuitlatl,kuitlatl,cuitlatl,"excrement, feces",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuitlatl::sense-3,0.95,hard c > k
370,core_ehn_500,kw::kuitlatl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,kuitlatl,kuitlatl,kuitlatl,kuitlatl,shit,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kuitlatl::sense-2,0.95,identity
371,core_ehn_500,kw::lalax::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,lalax,lalax,lalax,lalax,Chiconamel spelling of alaxox,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::lalax::sense-3,0.95,identity
372,core_ehn_500,kw::lechi::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,lechi,lechi,lechi,lechi,milk,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::lechi::sense-2,0.95,identity
373,core_ehn_500,kw::lugar::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,lugar,lugar,lugar,lugar,place,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::lugar::sense-1,0.95,identity
374,core_ehn_500,kw::machete::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,machete,machete,machete,machete,machete,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::machete::sense-1,0.95,identity
375,core_ehn_500,kw::macpil::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,macpil,macpil,makpil,macpil,finger,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::macpil::sense-1,0.95,hard c > k
376,core_ehn_500,kw::manzana::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,manzana,manzana,mansana,manzana,apple,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::manzana::sense-1,0.95,z > s
377,core_ehn_500,kw::mayitl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,mayitl,mayitl,mayitl,mayitl,hand,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mayitl::sense-1,0.95,identity
378,core_ehn_500,kw::mecatl::5,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,mecatl,mecatl,mekatl,mecatl,"rope, cord",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mecatl::sense-5,0.95,hard c > k
379,core_ehn_500,kw::metztli::9,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,metztli,metztli,metstli,metztli,leg,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::metztli::sense-9,0.95,z > s
380,core_ehn_500,kw::michi::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,michi,michi,michi,michi,fish,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::michi::sense-2,0.95,identity
381,core_ehn_500,kw::milpa::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,milpa,milpa,milpa,milpa,cornfield,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::milpa::sense-1,0.95,identity
382,core_ehn_500,kw::miltitla::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,miltitla,miltitla,miltitla,miltitla,garden,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::miltitla::sense-1,0.95,identity
383,core_ehn_500,kw::mistli::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,mistli,mistli,mistli,mistli,Cat,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mistli::sense-3,0.95,identity
384,core_ehn_500,kw::mizto::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,mizto,mizto,misto,mizto,cat,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mizto::sense-3,0.95,z > s
385,core_ehn_500,kw::m-s::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,más,más,más,más,more,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::más::sense-1,0.95,identity
386,core_ehn_500,kw::m-dico::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,médico,médico,médiko,médico,doctor,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::médico::sense-1,0.95,hard c > k
387,core_ehn_500,kw::nane::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,nane,nane,nane,nane,Miss,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nane::sense-2,0.95,identity
388,core_ehn_500,kw::nectli::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,nectli,nectli,nektli,nectli,honey,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nectli::sense-2,0.95,hard c > k
389,core_ehn_500,kw::nochtli::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,nochtli,nochtli,nochtli,nochtli,prickly pear,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nochtli::sense-4,0.95,identity
390,core_ehn_500,kw::ohyoli::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ohyoli,ohyoli,ohyoli,ohyoli,jug,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ohyoli::sense-1,0.95,identity
391,core_ehn_500,kw::okichpil::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,okichpil,okichpil,okichpil,okichpil,boy,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::okichpil::sense-1,0.95,identity
392,core_ehn_500,kw::okichtli::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,okichtli,okichtli,okichtli,okichtli,"male, macho",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::okichtli::sense-1,0.95,identity
393,core_ehn_500,kw::ocuili::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ocuili,ocuili,okuili,ocuili,"worm, grub",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ocuili::sense-1,0.95,hard c > k
394,core_ehn_500,kw::olotl::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,olotl,olotl,olotl,olotl,corncob,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::olotl::sense-4,0.95,identity
395,core_ehn_500,kw::omitl::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,omitl,omitl,omitl,omitl,bone,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::omitl::sense-4,0.95,identity
396,core_ehn_500,kw::oselotl::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,oselotl,oselotl,oselotl,oselotl,jaguar,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oselotl::sense-4,0.95,identity
397,core_ehn_500,kw::ostotl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ostotl,ostotl,ostotl,ostotl,cave,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ostotl::sense-3,0.95,identity
398,core_ehn_500,kw::ostowatl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ostowatl,ostowatl,ostowatl,ostowatl,fox,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ostowatl::sense-1,0.95,identity
399,core_ehn_500,kw::ohuaatl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ohuaatl,ohuaatl,owaatl,ohuaatl,sugarcane juice,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ohuaatl::sense-1,0.95,hu> w before vowel
400,core_ehn_500,kw::ohuatl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ohuatl,ohuatl,owatl,ohuatl,sugarcane,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ohuatl::sense-2,0.95,hu> w before vowel
401,core_ehn_500,kw::pahtli::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,pahtli,pahtli,pahtli,pahtli,medicine,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pahtli::sense-2,0.95,identity
402,core_ehn_500,kw::palach::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,palach,palach,palach,palach,turkey,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::palach::sense-2,0.95,identity
403,core_ehn_500,kw::papalotl::5,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,papalotl,papalotl,papalotl,papalotl,butterfly,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::papalotl::sense-5,0.95,identity
404,core_ehn_500,kw::pastiya::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,pastiya,pastiya,pastiya,pastiya,pill,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pastiya::sense-1,0.95,identity
405,core_ehn_500,kw::peso::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,peso,peso,peso,peso,peso,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::peso::sense-1,0.95,identity
406,core_ehn_500,kw::pitzo::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,pitzo,pitzo,pitso,pitzo,pig,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pitzo::sense-1,0.95,z > s
407,core_ehn_500,kw::piyo::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,piyo,piyo,piyo,piyo,"chicken, hen",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::piyo::sense-2,0.95,identity
408,core_ehn_500,kw::pochotl::13,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,pochotl,pochotl,pochotl,pochotl,Ceiba pentandra,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pochotl::sense-13,0.95,identity
409,core_ehn_500,kw::poctli::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,poctli,poctli,poktli,poctli,smoke,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::poctli::sense-3,0.95,hard c > k
410,core_ehn_500,kw::poyox::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,poyox,poyox,poyox,poyox,rooster,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::poyox::sense-1,0.95,identity
411,core_ehn_500,kw::zacatl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,zacatl,zacatl,sakatl,zacatl,straw,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::zacatl::sense-3,0.95,z > s; hard c > k
412,core_ehn_500,kw::zacatl::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,zacatl,zacatl,sakatl,zacatl,hay,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::zacatl::sense-4,0.95,z > s; hard c > k
413,core_ehn_500,kw::cetl::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cetl,cetl,setl,cetl,ice,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cetl::sense-4,0.95,soft c > s
414,core_ehn_500,kw::cimolotl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cimolotl,cimolotl,simolotl,cimolotl,cob(corn),,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cimolotl::sense-1,0.95,soft c > s
415,core_ehn_500,kw::cinolotl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cinolotl,cinolotl,sinolotl,cinolotl,cob(corn),,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cinolotl::sense-1,0.95,soft c > s
416,core_ehn_500,kw::cintli::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cintli,cintli,sintli,cintli,corncob,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cintli::sense-3,0.95,soft c > s
417,core_ehn_500,kw::siwapil::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,siwapil,siwapil,siwapil,siwapil,girl,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::siwapil::sense-2,0.95,identity
418,core_ehn_500,kw::zoquitl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,zoquitl,zoquitl,sokitl,zoquitl,mud,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::zoquitl::sense-3,0.95,qu > k before front vowel; z > s
419,core_ehn_500,kw::sokitl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,sokitl,sokitl,sokitl,sokitl,mud,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::sokitl::sense-3,0.95,identity
420,core_ehn_500,kw::taza::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,taza,taza,tasa,taza,cup,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::taza::sense-1,0.95,z > s
421,core_ehn_500,kw::tate::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tate,tate,tate,tate,sir,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tate::sense-2,0.95,identity
422,core_ehn_500,kw::tecactli::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tecactli,tecactli,tekaktli,tecactli,"a sandal, huarache",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tecactli::sense-3,0.95,hard c > k
423,core_ehn_500,kw::tequitl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tequitl,tequitl,tekitl,tequitl,work,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tequitl::sense-2,0.95,qu > k before front vowel
424,core_ehn_500,kw::tecotli::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tecotli,tecotli,tekotli,tecotli,"master, lord",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tecotli::sense-1,0.95,hard c > k
425,core_ehn_500,kw::tecuani::5,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tecuani,tecuani,tekuani,tecuani,lion,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tecuani::sense-5,0.95,hard c > k
426,core_ehn_500,kw::tepamitl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tepamitl,tepamitl,tepamitl,tepamitl,wall,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tepamitl::sense-2,0.95,identity
427,core_ehn_500,kw::tepamitl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tepamitl,tepamitl,tepamitl,tepamitl,stone fence,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tepamitl::sense-3,0.95,identity
428,core_ehn_500,kw::tepoztli::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tepoztli,tepoztli,tepostli,tepoztli,metal,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tepoztli::sense-3,0.95,z > s
429,core_ehn_500,kw::tezcatl::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tezcatl,tezcatl,teskatl,tezcatl,mirror,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tezcatl::sense-4,0.95,z > s; hard c > k
430,core_ehn_500,kw::tetl::6,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tetl,tetl,tetl,tetl,rock,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tetl::sense-6,0.95,identity
431,core_ehn_500,kw::texokotl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,texokotl,texokotl,texokotl,texokotl,tejocote,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::texokotl::sense-2,0.95,identity
432,core_ehn_500,kw::tianquiz::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tianquiz,tianquiz,tiankis,tianquiz,"market, plaza",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tianquiz::sense-1,0.95,qu > k before front vowel; z > s
433,core_ehn_500,kw::tiopa::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tiopa,tiopa,tiopa,tiopa,church,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tiopa::sense-1,0.95,identity
434,core_ehn_500,kw::tiotlac::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tiotlac,tiotlac,tiotlak,tiotlac,evening,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tiotlac::sense-1,0.95,hard c > k
435,core_ehn_500,kw::tlalchi::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tlalchi,tlalchi,tlalchi,tlalchi,ground,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlalchi::sense-1,0.95,identity
436,core_ehn_500,kw::tlalli::6,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tlalli,tlalli,tlalli,tlalli,earth,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlalli::sense-6,0.95,identity
437,core_ehn_500,kw::tlalli::7,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tlalli,tlalli,tlalli,tlalli,land,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlalli::sense-7,0.95,identity
438,core_ehn_500,kw::tlamaya::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tlamaya,tlamaya,tlamaya,tlamaya,"a plain, flat land",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlamaya::sense-1,0.95,identity
439,core_ehn_500,kw::tlancoch::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tlancoch,tlancoch,tlankoch,tlancoch,teeth,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlancoch::sense-1,0.95,hard c > k
440,core_ehn_500,kw::tlazolli::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tlazolli,tlazolli,tlasolli,tlazolli,trash,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlazolli::sense-2,0.95,z > s
441,core_ehn_500,kw::tlitl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tlitl,tlitl,tlitl,tlitl,fire,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlitl::sense-1,0.95,identity
442,core_ehn_500,kw::toca::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,toca,toca,toka,toca,name,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::toca::sense-2,0.95,hard c > k
443,core_ehn_500,kw::tokatl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tokatl,tokatl,tokatl,tokatl,spider,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tokatl::sense-3,0.95,identity
444,core_ehn_500,kw::tocontzi::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tocontzi,tocontzi,tokontsi,tocontzi,squirrel,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tocontzi::sense-1,0.95,z > s; hard c > k
